,ID,Name
429763,Funhe2EKm031115,Protocadherin beta-1 (36%U)
428489,Funhe2EKm031028,Zinc finger CCHC domain-containing protein (100%P)
428419,Funhe2EKm031022,Unknown
428427,Funhe2EKm031023,Uncharacterized protein (90%C)
428437,Funhe2EKm031024,"Cholinergic receptor, nicotinic, beta 3 (neuronal) (97%P)"
82434,Funhe2EKm031112,Protocadherin 1 gamma b 9 (69%S)
263772,Funhe2EKm021871,Endonuclease domain-containing 1 protein (92%M)
251877,Funhe2EKm019736,"Cholinergic receptor, nicotinic, alpha 6 (neuronal) (100%M)"
241031,Funhe2EKm018058,"Yip1 domain family, member (97%P)"
428463,Funhe2EKm031027,RING finger protein 38 (100%M)
428451,Funhe2EKm031026,Neuronal acetylcholine receptor subunit beta-2 (96%P)
428944,Funhe2EKm031055,Solute carrier family 43 member 3 (99%T)
428934,Funhe2EKm031054,Reticulon-4 receptor 2 (85%P)
428923,Funhe2EKm031053,Selenoprotein H (87%M)
428971,Funhe2EKm031056,Solute carrier family 43 member 3 (98%M)
428858,Funhe2EKm031049,Polyamine-modulated factor (100%P)
428870,Funhe2EKm031050,Thioredoxin-related transmembrane protein 2-B (100%P)
428845,Funhe2EKm031048,Mediator of RNA polymerase II transcription subunit 19-A (100%P)
428910,Funhe2EKm031052,Cleavage and polyadenylation factor I subunit (100%P)
428888,Funhe2EKm031051,"Zinc finger, DHHC-type containing 5 (72%T)"
429112,Funhe2EKm031064,Uncharacterized protein
429141,Funhe2EKm031067,Beta-crystallin B1 (92%P)
429116,Funhe2EKm031065,Uncharacterized protein (87%M)
429735,Funhe2EKm031108,Protocadherin 1 gamma b 9 (56%S)
429127,Funhe2EKm031066,Beta-crystallin A3-2 (100%T)
429026,Funhe2EKm031059,CDD: DNA polymerase III subunits gamma and tau (78%M)
429013,Funhe2EKm031058,CDD: DNA polymerase III subunits gamma and tau (100%M)
429000,Funhe2EKm031057,CDD: DNA polymerase III subunits gamma and tau (71%M)
429033,Funhe2EKm031060,CDD: DNA polymerase III subunits gamma and tau (100%M)
429058,Funhe2EKm031062,Zinc finger and SCAN domain-containing protein (99%M)
429068,Funhe2EKm031063,"Catenin (cadherin-associated protein), delta 1 (100%P)"
429046,Funhe2EKm031061,Leucine-rich repeat and calponin protein domain-containing protein (93%P)
428615,Funhe2EKm031037,Lysine-specific demethylase 2A (100%M)
428658,Funhe2EKm031038,Syntaxin 3 (91%T)
428540,Funhe2EKm031036,"Ankyrin repeat domain 13 family, member D (97%M)"
428521,Funhe2EKm031031,CDD: DNA polymerase III subunits gamma and tau (100%M)
428532,Funhe2EKm031032,CDD: DNA polymerase III subunits gamma and tau (79%M)
428507,Funhe2EKm031030,Paired box protein Pax-5 (97%M)
428583,Funhe2EKm031034,Uncharacterized protein (100%M)
428593,Funhe2EKm031035,Signal-transducing adaptor protein (98%P)
428769,Funhe2EKm031044,"Purinergic receptor P2X, ligand-gated ion channel (99%P)"
428795,Funhe2EKm031045,Cardiotrophin cytokine factor (100%M)
428803,Funhe2EKm031046,TE: Transposase (100%M)
428809,Funhe2EKm031047,"Solute carrier family 43, member 1 (100%P)"
428706,Funhe2EKm031041,"TBC1 domain family, member 10C (100%M)"
428678,Funhe2EKm031039,"RAN, member RAS oncogene family (95%P)"
428691,Funhe2EKm031040,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) (100%M)"
428752,Funhe2EKm031043,Uncharacterized protein (100%M)
428726,Funhe2EKm031042,"RAD9 A (S, pombe) (99%P)"
429509,Funhe2EKm031087,"Family with sequence similarity 196, member B (100%M)"
429517,Funhe2EKm031089,"Transient receptor potential cation channel, subfamily C, member 7 (100%P)"
429553,Funhe2EKm031090,Vertebrate dishevelled associated activator of morphogenesis 1 (DAAM1) (95%M)
429432,Funhe2EKm031086,Dedicator of cytokinesis protein 2 (100%P)
429683,Funhe2EKm031099,"Protocadherin gamma subfamily C, 5 (59%P)"
429687,Funhe2EKm031101,Protocadherin 1 gamma b 9 (53%Z)
429692,Funhe2EKm031100,Protocadherin 1 gamma b 9 (52%M)
429665,Funhe2EKm031097,Protocadherin gamma-C5 (12%U)
429669,Funhe2EKm031098,Protocadherin Fat 4 (95%S)
429696,Funhe2EKm031102,Protocadherin beta-1 (38%U)
429719,Funhe2EKm031106,Uncharacterized protein
429727,Funhe2EKm031107,Protocadherin beta-1 (44%U)
429706,Funhe2EKm031103,Protocadherin 1 gamma b 9 (46%S)
429710,Funhe2EKm031104,Protocadherin 1 gamma b 9 (60%S)
429714,Funhe2EKm031105,Protocadherin gamma-C5 (23%U)
429615,Funhe2EKm031092,"Protocadherin gamma subfamily C, 5 (99%P)"
429647,Funhe2EKm031095,Protocadherin gamma-C5 (32%U)
429651,Funhe2EKm031096,"Protocadherin gamma subfamily C, 5 (65%S)"
429627,Funhe2EKm031093,Protocadherin cluster 1 gamma 1 (97%T)
429637,Funhe2EKm031094,Protocadherin gamma-B4 (47%M)
429252,Funhe2EKm031076,Macrophage migration inhibitory factor (100%P)
429242,Funhe2EKm031075,Zinc finger and SCAN domain-containing protein (79%M)
429236,Funhe2EKm031074,Uncharacterized protein
429226,Funhe2EKm031073,Endonuclease domain-containing 1 protein (90%M)
429279,Funhe2EKm031079,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha (86%M)
429260,Funhe2EKm031077,Uncharacterized protein
429271,Funhe2EKm031078,Zinc finger protein (62%M)
429186,Funhe2EKm031070,Wolfram syndrome 1 (wolframin) (90%P)
429170,Funhe2EKm031069,Zinc finger protein RFP (100%T)
429289,Funhe2EKm031080,"Phosphatase 2, regulatory subunit B, gamma (100%T)"
429220,Funhe2EKm031072,Unknown
429214,Funhe2EKm031071,Endonuclease domain-containing 1 protein (100%M)
429154,Funhe2EKm031068,Calcium-binding protein (100%P)
429353,Funhe2EKm031082,Centromere-associated protein E (99%P)
429408,Funhe2EKm031084,T-cell leukemia homeobox protein (100%P)
429414,Funhe2EKm031085,Histamine H2 receptor (100%P)
429390,Funhe2EKm031083,Kv channel-interacting protein (100%T)
429303,Funhe2EKm031081,Janus kinase and microtubule-interacting protein 1 (100%S)
431092,Funhe2EKm031194,Coiled-coil domain-containing protein (91%P)
431086,Funhe2EKm031193,Chromosome 17 open reading frame (58%P)
4291,Funhe2EKm031156,Breakpoint cluster region (92%P)
173274,Funhe2EKm011033,StAR-related lipid transfer (START) domain containing (92%S)
147065,Funhe2EKm031191,CKLF MARVEL transmembrane domain-containing protein 6 (98%P)
562675,Funhe2EKm031143,Peroxisome proliferator-activated receptor gamma coactivator-related protein (78%P)
430575,Funhe2EKm031169,Kelch 11 (100%P)
430581,Funhe2EKm031170,ATP-citrate synthase (100%P)
430555,Funhe2EKm031168,Cytosolic 5'-nucleotidase III protein (79%P)
430648,Funhe2EKm031172,Tetratricopeptide repeat protein (94%P)
430632,Funhe2EKm031171,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (100%P)"
430529,Funhe2EKm031167,"FK506 binding protein 10, 65 kDa (95%P)"
430432,Funhe2EKm031162,P43 5S RNA-binding protein (98%P)
430452,Funhe2EKm031163,Disintegrin and metalloproteinase domain-containing protein 11 (96%T)
430412,Funhe2EKm031161,SH3 and cysteine-rich domain-containing protein (100%M)
430499,Funhe2EKm031164,Uncharacterized protein
430503,Funhe2EKm031165,Uncharacterized protein
430513,Funhe2EKm031166,Synaptonemal complex protein SC65 (100%P)
430849,Funhe2EKm031182,Signal transducer and activator of transcription 5B (100%M)
430835,Funhe2EKm031181,Inactive phospholipase C protein 2 (100%M)
430829,Funhe2EKm031180,Hypocretin (orexin) neuropeptide precursor (100%P)
430943,Funhe2EKm031185,Polymerase I and transcript release factor (100%P)
430887,Funhe2EKm031183,Unknown
430893,Funhe2EKm031184,Signal transducer and activator of transcription 4 (98%P)
430709,Funhe2EKm031175,Zinc finger protein 385C (100%M)
430733,Funhe2EKm031176,Uncharacterized protein
430673,Funhe2EKm031173,"DnaJ (Hsp40) , subfamily C, member 7 (100%P)"
430698,Funhe2EKm031174,NF-kappa-B inhibitor-interacting Ras protein 2 (94%T)
430740,Funhe2EKm031177,DEXH (Asp-Glu-X-His) box polypeptide (79%P)
430787,Funhe2EKm031179,Potassium voltage-gated channel subfamily H member 8 (100%M)
430761,Funhe2EKm008548,K(lysine) acetyltransferase 2A (100%M)
429994,Funhe2EKm031136,Elongation factor Tu GTP binding domain containing 2 (100%P)
429988,Funhe2EKm031135,Gap junction gamma-1 protein (100%M)
429957,Funhe2EKm031132,"Alpha-2,8-sialyltransferase 8F (82%U)"
429980,Funhe2EKm031134,"Alpha-2,8-sialyltransferase 8F (71%U)"
429975,Funhe2EKm031133,Unknown
429974,Funhe2EKm031133,Unknown
430067,Funhe2EKm031139,Zinc finger protein 652 (100%M)
430085,Funhe2EKm031141,Prohibitin (95%P)
430057,Funhe2EKm031138,Phosphoethanolamine/phosphocholine phosphatase (90%T)
430079,Funhe2EKm031140,Uncharacterized protein
430051,Funhe2EKm031137,Uncharacterized protein
429874,Funhe2EKm031126,60S ribosomal protein L19 (99%M)
429816,Funhe2EKm031123,plexin domain containing 1 (64%T)
429824,Funhe2EKm031124,ADP-ribosylation factor protein 5C (99%P)
429840,Funhe2EKm031125,Voltage-dependent L-type calcium channel subunit beta-1 (100%P)
429923,Funhe2EKm031130,"ST3 beta-galactoside alpha-2,3-sialyltransferase (100%P)"
429941,Funhe2EKm031131,"Alpha-2,8-sialyltransferase 8F (99%P)"
429889,Funhe2EKm031127,"Alpha-2,8-sialyltransferase 8F (99%P)"
429905,Funhe2EKm031128,"ST3 beta-galactoside alpha-2,3-sialyltransferase (94%P)"
430294,Funhe2EKm031150,Reprimo protein (100%P)
430298,Funhe2EKm031151,Telethonin (100%P)
430304,Funhe2EKm031152,Melanoregulin (95%P)
430264,Funhe2EKm031149,Integrin beta (97%P)
430378,Funhe2EKm031160,F-box and leucine-rich repeat protein 20 (100%P)
430319,Funhe2EKm031153,Uncharacterized protein
430325,Funhe2EKm031154,Unknown
430331,Funhe2EKm031155,Phosphatase 1 regulatory subunit 1B (83%P)
430351,Funhe2EKm031159,Cyclin-dependent kinase 12 (99%P)
430347,Funhe2EKm031158,Uncharacterized protein
430341,Funhe2EKm031157,Neurogenic differentiation factor (100%P)
430147,Funhe2EKm031145,C-type mannose receptor 2 (100%M)
430127,Funhe2EKm031358,Mediator of RNA polymerase II transcription subunit (97%T)
430099,Funhe2EKm031142,Vertebrate deltex 3 (DTX3) (100%M)
430112,Funhe2EKm031144,Rho-related GTP-binding protein RhoN (87%P)
430246,Funhe2EKm031147,Methyltransferase protein 2-A (97%P)
430202,Funhe2EKm031146,Tousled kinase 2 (98%P)
430994,Funhe2EKm031187,Serine/threonine-protein kinase 17A (100%P)
431038,Funhe2EKm031190,"Coenzyme Q-binding protein COQ10 , mitochondrial (98%P)"
431021,Funhe2EKm031189,Estradiol 17-beta-dehydrogenase (100%P)
431010,Funhe2EKm031188,Cerebellin-2 (100%P)
431050,Funhe2EKm031192,"Myosin light chain kinase, smooth muscle (100%P)"
430949,Funhe2EKm031186,V-type proton ATPase 116 kDa subunit a (100%P)
153352,Funhe2EKm009629,Microtubule-associated protein tau (100%P)
155987,Funhe2EKm009809,5-hydroxytryptamine receptor 3A (53%U)
431425,Funhe2EKm031222,Cell division cycle 27 (97%P)
431424,Funhe2EKm031222,Cell division cycle 27 (97%P)
431366,Funhe2EKm031217,Cytolysin Src-1 (96%M)
431352,Funhe2EKm031216,Cytolysin Src-1 (82%M)
431342,Funhe2EKm031215,Cytolysin Src-1 (95%M)
431386,Funhe2EKm031220,Corticotropin-releasing factor receptor 1 (75%P)
431372,Funhe2EKm031219,Aquaporin-3 (100%P)
431522,Funhe2EKm031225,E3 ubiquitin-protein ligase RNF25 (72%P)
431539,Funhe2EKm031226,Hepatic leukemia factor (77%T)
431459,Funhe2EKm031224,"Sodium channel, voltage-gated, type IV, alpha subunit (100%S)"
431445,Funhe2EKm031223,Growth hormone (92%T)
431183,Funhe2EKm031202,Chromosome 16 open reading frame (100%M)
431178,Funhe2EKm031201,General transcription factor II-I repeat domain-containing protein (67%T)
431170,Funhe2EKm031200,Interferon-induced transmembrane protein (100%P)
431213,Funhe2EKm031203,Uncharacterized protein
431122,Funhe2EKm031196,Uncharacterized protein
431104,Funhe2EKm031195,"Myosin light chain, phosphorylatable, fast skeletal muscle (99%P)"
395626,Funhe2EKm031210,Kinesin protein KIF2A (100%P)
386266,Funhe2EKm031206,Adducin 1 (alpha) (83%M)
431126,Funhe2EKm031197,Pleckstrin domain-containing family A member (100%P)
431151,Funhe2EKm031199,Serine-rich adhesin for platelets (100%M)
431137,Funhe2EKm031198,CD2 antigen cytoplasmic tail-binding protein (100%P)
431301,Funhe2EKm031212,RAD52 motif-containing protein (100%P)
431291,Funhe2EKm031211,"Cytochrome c oxidase subunit 6A, mitochondrial (100%Z)"
431332,Funhe2EKm031214,Synaptogyrin-1 (94%P)
431319,Funhe2EKm031213,interferon phi 2 (90%Z)
431223,Funhe2EKm031204,TE: Gypsy retrotransposon integrase (99%P)
431247,Funhe2EKm031205,"Transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) (95%T)"
431275,Funhe2EKm031209,Armadillo repeat-containing protein (100%M)
431269,Funhe2EKm031208,Zinc finger and SCAN domain-containing protein (100%M)
431258,Funhe2EKm031207,Nuclease HARBI1 (92%M)
431257,Funhe2EKm031207,Nuclease HARBI1 (92%M)
431671,Funhe2EKm031238,"Glutamate receptor, ionotropic, N-methyl D-aspartate 2C (98%P)"
431646,Funhe2EKm031234,RNA binding protein fox-1 (91%M)
431737,Funhe2EKm031243,5-hydroxytryptamine receptor 3A (96%U)
431701,Funhe2EKm031241,"Solute carrier family 32 (GABA vesicular transporter), member (89%P)"
431726,Funhe2EKm031242,"CDD: mogA, Molybdenum cofactor biosynthesis protein MogA (58%S)"
431579,Funhe2EKm031230,Phosphatidylcholine transfer protein (98%M)
431580,Funhe2EKm031230,Phosphatidylcholine transfer protein (98%M)
431594,Funhe2EKm031231,Noggin (99%P)
431575,Funhe2EKm031229,Transmembrane protein (100%P)
431559,Funhe2EKm031227,Monocyte to macrophage differentiation factor (97%P)
431629,Funhe2EKm031235,Uncharacterized protein
431636,Funhe2EKm031236,Uncharacterized protein (73%M)
431600,Funhe2EKm031232,Chromobox protein (100%P)
431611,Funhe2EKm031233,Ectonucleotide pyrophosphatase/phosphodiesterase family member (94%P)
432024,Funhe2EKm031263,"Solute carrier family 4, sodium borate transporter, member 11 (100%M)"
431965,Funhe2EKm031261,Eukaryotic translation initiation factor 2-alpha kinase (100%P)
431903,Funhe2EKm031260,Attractin (100%M)
432075,Funhe2EKm031266,Unknown
432059,Funhe2EKm031264,Uncharacterized protein
432004,Funhe2EKm031262,Ribose-5-phosphate isomerase (100%P)
431771,Funhe2EKm031245,Sideroflexin 5 (97%P)
431790,Funhe2EKm031246,Homeobox protein EMX1 (98%P)
431808,Funhe2EKm031248,M-phase inducer phosphatase (100%P)
431799,Funhe2EKm031247,Homeobox protein notochord (100%P)
431798,Funhe2EKm031247,Homeobox protein notochord (100%P)
431757,Funhe2EKm031244,RAB11 family interacting protein 5 (class I) (100%M)
156914,Funhe2EKm009876,Nuclease HARBI1 (76%Z)
432104,Funhe2EKm031268,Kyphoscoliosis peptidase (100%T)
431864,Funhe2EKm031257,GDNF family receptor alpha-4 (100%P)
431882,Funhe2EKm031259,Unknown
431848,Funhe2EKm031251,Unknown
431840,Funhe2EKm031249,AP-5 complex subunit sigma-1 (100%P)
432249,Funhe2EKm031278,Fibroblast growth factor receptor 3 (100%T)
432242,Funhe2EKm031277,Retinoic acid receptor responder protein (81%P)
432122,Funhe2EKm031269,Chromosome 20 open reading frame (100%P)
432229,Funhe2EKm031276,Retinoic acid receptor responder protein (100%P)
432210,Funhe2EKm031271,Complement factor D (adipsin) (91%P)
432222,Funhe2EKm031275,Forkhead box protein I1c (100%M)
432200,Funhe2EKm031270,GTPase IMAP family member (87%T)
432565,Funhe2EKm031296,Forkhead box protein F2 (100%P)
432560,Funhe2EKm031295,Forkhead box C1-A (100%T)
432556,Funhe2EKm031294,Envelope protein (Env) (84%T)
432579,Funhe2EKm031298,Exocyst complex component (100%P)
432573,Funhe2EKm031297,Forkhead box protein Q1 (100%M)
432505,Funhe2EKm031292,Myosin light chain kinase family member 4 (100%M)
432532,Funhe2EKm031293,"GDP-mannose 4,6 dehydratase (100%M)"
432681,Funhe2EKm031303,"Proteasome (prosome, macropain) assembly chaperone (71%P)"
432667,Funhe2EKm031302,Biphenyl hydrolase (serine hydrolase) (91%P)
432702,Funhe2EKm031306,Coiled-coil domain-containing protein 39 (73%S)
432689,Funhe2EKm031304,Solute carrier family 22 member 23 (100%T)
432651,Funhe2EKm031301,Dual specificity protein phosphatase 22-B (89%P)
432633,Funhe2EKm031300,Interferon regulatory factor (100%P)
432352,Funhe2EKm031285,Fetuin-B (100%M)
432373,Funhe2EKm031286,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (100%T)
432299,Funhe2EKm031281,Regulator of G-protein signaling (100%P)
432286,Funhe2EKm031280,Regulator of G-protein signaling (100%P)
432335,Funhe2EKm031284,Histidine-rich glycoprotein (100%P)
432311,Funhe2EKm031282,Regulator of G-protein signaling (100%P)
432323,Funhe2EKm031283,Regulator of G-protein signaling (100%P)
432467,Funhe2EKm031290,Tissue specific transplantation antigen P35B (100%P)
216348,Funhe2EKm015218,phenylalanine--tRNA ligase beta subunit (13%M)
432489,Funhe2EKm031291,"Serpin peptidase inhibitor, clade B (ovalbumin), member (100%P)"
432404,Funhe2EKm031287,Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (100%M)
432439,Funhe2EKm031289,"CDD: SMC_prok_B, Chromosome segregation protein SMC, common bacterial type (96%C)"
432424,Funhe2EKm031288,"Pyrroline-5-carboxylate reductase (PYCRL), mRNA (99%P)"
433050,Funhe2EKm031324,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (98%P)"
433044,Funhe2EKm031323,Chromosome 8 open reading frame (100%P)
433020,Funhe2EKm031322,Nicotinate phosphoribosyltransferase domain containing (100%P)
433010,Funhe2EKm031321,MARVEL domain-containing protein (100%T)
432969,Funhe2EKm031320,PH domain and leucine rich repeat protein phosphatase 1 (100%P)
433165,Funhe2EKm031329,Pituitary adenylate cyclase-activating polypeptide type I receptor (99%P)
433195,Funhe2EKm031330,Pituitary adenylate cyclase-activating polypeptide type I receptor (100%P)
433117,Funhe2EKm031325,Alanine aminotransferase (92%P)
433141,Funhe2EKm031327,Alanine aminotransferase (100%M)
432783,Funhe2EKm031310l2,Phosphatase and actin regulator 1 (100%P)
432811,Funhe2EKm031312,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (100%M)"
432833,Funhe2EKm031313,Adenylate cyclase 1 (brain) (100%P)
432766,Funhe2EKm031310,TBC1 domain family member (100%P)
432762,Funhe2EKm031308,"desmoplakin, partial (11%M)"
432756,Funhe2EKm031307,Myosin-8 (89%P)
432912,Funhe2EKm031319,Tensin 3 (100%P)
432886,Funhe2EKm031316,Insulin growth factor-binding protein 3 (100%P)
432896,Funhe2EKm031317,Coagulation factor VIII (69%Z)
432900,Funhe2EKm031318,Unknown
432876,Funhe2EKm031315,Insulin growth factor-binding protein (100%P)
434786,Funhe2EKm031408,"Solute carrier family 5 (sodium-dependent vitamin transporter), member 6 (97%P)"
434855,Funhe2EKm031411,Ankyrin repeat domain-containing protein (91%M)
434846,Funhe2EKm031410,Uncharacterized protein
434822,Funhe2EKm031409,G-protein coupled receptor (95%P)
434727,Funhe2EKm031403,Zinc transporter (100%P)
434697,Funhe2EKm031402,AarF domain containing kinase 3 (76%P)
434774,Funhe2EKm031407,Centromere protein O (100%P)
434760,Funhe2EKm031406,Tumor protein p53 inducible protein (100%P)
434748,Funhe2EKm031404,DnaJ subfamily C member (90%P)
430128,Funhe2EKm031358,Mediator of RNA polymerase II transcription subunit (97%T)
514732,Funhe2EKm035853,Uncharacterized protein
583252,Funhe2EKm031333,T-cell receptor beta-2 chain C region (73%P)
555220,Funhe2EKm031374,Glia maturation factor beta (100%M)
583242,Funhe2EKm031332,Ig kappa chain V-IV region B17 (97%T)
526184,Funhe2EKm036486,Fast skeletal muscle myosin light polypeptide 3 (97%M)
84355,Funhe2EKm005003,Afadin (100%M)
424802,Funhe2EKm030771,Fast skeletal muscle myosin light polypeptide 3 (97%M)
434863,Funhe2EKm031412,Tudor domain-containing protein (46%M)
434869,Funhe2EKm031413,Structural maintenance of chromosomes protein 6 (100%P)
434927,Funhe2EKm031414,Unknown
484054,Funhe2EKm031384,ORM1 protein 2 (100%P)
433724,Funhe2EKm031353,Nucleolar and spindle-associated protein (100%P)
433710,Funhe2EKm031351,"NADH dehydrogenase (ubiquinone) complex I, assembly factor (100%T)"
433704,Funhe2EKm031352,Nuclease HARBI1 (100%Z)
433774,Funhe2EKm031356,Legumain (100%P)
433748,Funhe2EKm031354,Opa interacting protein (96%M)
433760,Funhe2EKm031355,Calcineurin B ous protein (100%T)
433639,Funhe2EKm031349,Golgin subfamily A member (100%T)
433666,Funhe2EKm031350,"Rtf1, Paf1/RNA polymerase II complex component (100%P)"
433921,Funhe2EKm031364,"Cytochrome c oxidase assembly protein COX16 , mitochondrial (93%S)"
433898,Funhe2EKm031361,Ovarian epithelial carcinoma-related protein (76%U)
433902,Funhe2EKm031363,"Solute carrier family 8 (sodium/calcium exchanger), member 3 (99%T)"
433931,Funhe2EKm031365,Alpha-actinin-1 (99%T)
433884,Funhe2EKm031360,Mitogen-activated protein kinase kinase kinase 10 (91%T)
433804,Funhe2EKm031357,Pecanex protein 1 (99%M)
433876,Funhe2EKm031359,Tetratricopeptide repeat protein 9A (100%P)
433346,Funhe2EKm031340,RNA-binding protein 25 (100%P)
433329,Funhe2EKm031339,"Solute carrier family 39 (zinc transporter), member (98%P)"
433399,Funhe2EKm031342,Vesicle transport through interaction with t-SNAREsB (100%P)
433381,Funhe2EKm031341,"Arginase, type II (100%P)"
433238,Funhe2EKm031335,"Solute carrier family 2, facilitated glucose transporter member (90%P)"
333527,Funhe2EKm025857,Myozenin-1 (100%P)
433221,Funhe2EKm031331,"CDD: IgV_TCR_beta, Immunoglobulin (Ig) variable (V) domain of T-cell receptor (97%C)"
433227,Funhe2EKm031334,CDD: Immunoglobulin V-set domain (83%T)
433262,Funhe2EKm031336,SPARC-related modular calcium-binding protein (99%T)
433292,Funhe2EKm031337,Coiled-coil domain-containing protein (100%M)
433301,Funhe2EKm031338,"Pleckstrin domain containing, family D (with coiled-coil domains) member (100%P)"
433543,Funhe2EKm031348,Tandem C2 domains nuclear protein (99%P)
433523,Funhe2EKm031347,Pleckstrin-2 (100%P)
433511,Funhe2EKm031345,Galectin-related protein B (95%P)
433516,Funhe2EKm031346,Galectin-related protein (27%U)
433571,Funhe2EKm031348l2,Fibulin-5 (100%P)
433427,Funhe2EKm031344,Zinc finger FYVE domain-containing protein (97%P)
433413,Funhe2EKm031343,Retinol dehydrogenase 12 (all-trans/9-cis/11-cis) (100%P)
433595,Funhe2EKm031348l3,Thyroid hormone receptor interactor (100%P)
433977,Funhe2EKm031366,DDB1- and CUL4-associated factor (100%M)
434431,Funhe2EKm031387,ninein (GSK3B interacting protein) (23%P)
434437,Funhe2EKm031388,ninein (7%M)
434441,Funhe2EKm031389,ninein (6%M)
434445,Funhe2EKm031390,Abhydrolase domain containing 12B (98%P)
434471,Funhe2EKm031391,"Glycogen phosphorylase, liver form (100%P)"
434335,Funhe2EKm031383,Atlastin-1 (100%P)
434378,Funhe2EKm031386,Ninein (GSK3B interacting protein) (99%T)
434366,Funhe2EKm031385,Salvador (100%P)
434621,Funhe2EKm031398,"Myosin heavy chain, embryonic smooth muscle (100%P)"
434590,Funhe2EKm031396,Dual specificity protein phosphatase (100%M)
434597,Funhe2EKm031397,"Solute carrier family 22 (extraneuronal monoamine transporter), member (99%Z)"
434675,Funhe2EKm031401,TatD DNase domain containing (100%S)
434657,Funhe2EKm031400,"Fucosidase, alpha-L- 2, plasma (100%P)"
434641,Funhe2EKm031399,Immunodeficiency virus type I enhancer-binding protein (100%P)
434656,Funhe2EKm031400,"Fucosidase, alpha-L- 2, plasma (100%P)"
434538,Funhe2EKm031393,Thioredoxin-related transmembrane protein (98%P)
434515,Funhe2EKm031392,Tripartite motif containing 9 (100%T)
434584,Funhe2EKm031395,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (97%S)
434556,Funhe2EKm031394,FERM domain-containing protein (100%P)
434088,Funhe2EKm031372,Synaptojanin-2-binding protein (100%P)
434098,Funhe2EKm031373,"Lectin, galactoside-binding, soluble (100%P)"
434064,Funhe2EKm031369,Septin-9 (95%M)
434075,Funhe2EKm031370,Desumoylating isopeptidase (100%P)
434126,Funhe2EKm031376,Cyclin-dependent kinase inhibitor (100%M)
434114,Funhe2EKm031375,Cornichon (100%S)
433997,Funhe2EKm031367,Phosphofurin acidic cluster sorting protein 2 (100%T)
434047,Funhe2EKm031368,Serine/arginine-rich splicing factor (83%P)
434144,Funhe2EKm031377,"FYVE, RhoGEF and PH domain containing 6 (FGD6) (100%M)"
434235,Funhe2EKm031380,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B) (100%P)"
434246,Funhe2EKm034676,Cyclin-dependent kinase 1 (CDC2-related kinase) (100%M)
434213,Funhe2EKm031379,"l-2-hydroxyglutarate dehydrogenase, mitochondrial (100%P)"
434268,Funhe2EKm031382,Mitogen-activated protein kinase kinase kinase kinase 5 (100%P)
434175,Funhe2EKm031378,Son of sevenless (98%P)
211446,Funhe2EKm014705,G protein-coupled receptor 37 like 1 (97%T)
211464,Funhe2EKm014707,ADP-ribosylation factor protein 8A (97%M)
211456,Funhe2EKm014706,Uncharacterized protein
211476,Funhe2EKm014709,Tyrosine-protein phosphatase non-receptor type (100%M)
211472,Funhe2EKm014708,Pol protein (56%P)
520724,Funhe2EKm036313,FAS-associated factor (96%P)
244860,Funhe2EKm018656,Voltage-dependent calcium channel gamma-4 subunit (100%T)
435755,Funhe2EKm031468,RING finger protein (93%M)
435765,Funhe2EKm031469,40S ribosomal protein S2 (97%T)
435708,Funhe2EKm031461,Transducin beta protein 3 (100%P)
435829,Funhe2EKm031474,methionine sulfoxide reductase B1 (100%P)
435849,Funhe2EKm031476,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (100%P)
435839,Funhe2EKm031475,Methionine-R-sulfoxide reductase B1-A (92%S)
435838,Funhe2EKm031475,Methionine-R-sulfoxide reductase B1-A (92%S)
435791,Funhe2EKm031472,ribosomal protein L3 (22%T)
435781,Funhe2EKm031470,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit (100%T)
435803,Funhe2EKm031473,Testis-expressed sequence 2 protein (100%P)
435616,Funhe2EKm031464,Target of myb1 2 (chicken) (100%P)
435615,Funhe2EKm031464,Target of myb1 2 (chicken) (100%P)
435559,Funhe2EKm032509,Uncharacterized protein (59%C)
435579,Funhe2EKm031463,Sterol regulatory element binding transcription factor 1 (100%P)
435569,Funhe2EKm031462,Retinoic acid-induced protein (100%P)
435676,Funhe2EKm031466,Chromosome 17 open reading frame (74%P)
435688,Funhe2EKm031467,NADPH oxidase organizer (99%M)
435650,Funhe2EKm031465,Leucine-rich repeat-containing protein (98%P)
436080,Funhe2EKm031486,Chromobox protein (100%P)
436070,Funhe2EKm031485,Meteorin protein (100%P)
436033,Funhe2EKm031484,Rho GTPase-activating protein 17 (84%P)
436126,Funhe2EKm031490,TBC1 domain family member (100%P)
436147,Funhe2EKm031491,"Glucosidase, alpha, acid (100%P)"
